"Interference and Diffraction Data File Mon, Mar 11, 2024 5:11 PM"	
0.05889	0.1578
0.05894	0.16102
0.05894	0.16134
0.059	0.16392
0.059	0.1694
0.05905	0.176
0.05905	0.17536
0.05911	0.17713
0.05911	0.18148
0.05911	0.18534
0.05917	0.18985
0.05917	0.19533
0.05922	0.19629
0.05922	0.20161
0.05928	0.20145
0.05928	0.20805
0.05928	0.21095
0.05933	0.21111
0.05933	0.2198
0.05939	0.2248
0.05939	0.22351
0.05944	0.23108
0.05944	0.23478
0.05944	0.23591
0.0595	0.24267
0.0595	0.24831
0.05955	0.25056
0.05955	0.25105
0.05955	0.25733
0.05961	0.26345
0.05961	0.26216
0.05967	0.26651
0.05967	0.26925
0.05967	0.27327
0.05972	0.28052
0.05972	0.28326
0.05978	0.28181
0.05978	0.29163
0.05983	0.29373
0.05983	0.29872
0.05983	0.30065
0.05989	0.3087
0.05989	0.31369
0.05994	0.31369
0.05994	0.31965
0.06	0.3261
0.06	0.33093
0.06005	0.32996
0.06005	0.34011
0.06005	0.34494
0.06011	0.34526
0.06011	0.34607
0.06017	0.35589
0.06017	0.36153
0.06022	0.36362
0.06022	0.36668
0.06022	0.37151
0.06028	0.37779
0.06028	0.3794
0.06033	0.38552
0.06033	0.38391
0.06039	0.39261
0.06039	0.3968
0.06039	0.39502
0.06044	0.40195
0.06044	0.41081
0.0605	0.41097
0.0605	0.41467
0.0605	0.4166
0.06055	0.42272
0.06055	0.4253
0.06061	0.42514
0.06061	0.4348
0.06061	0.43674
0.06067	0.44302
0.06067	0.44141
0.06072	0.44801
0.06072	0.45171
0.06078	0.4522
0.06078	0.46427
0.06078	0.46363
0.06083	0.47233
0.06083	0.47168
0.06089	0.47651
0.06089	0.48135
0.06094	0.48489
0.06094	0.48827
0.061	0.49358
0.061	0.4923
0.061	0.50115
0.06105	0.50228
0.06105	0.50695
0.06111	0.50969
0.06111	0.51323
0.06117	0.51484
0.06117	0.52644
0.06117	0.5229
0.06122	0.52547
0.06122	0.53433
0.06128	0.53046
0.06128	0.53449
0.06128	0.54109
0.06133	0.54641
0.06133	0.54287
0.06139	0.54818
0.06139	0.55591
0.06139	0.55527
0.06144	0.55478
0.06144	0.55897
0.0615	0.56654
0.0615	0.56702
0.06155	0.56541
0.06155	0.57443
0.06161	0.57926
0.06161	0.5783
0.06161	0.57942
0.06167	0.58941
0.06167	0.58715
0.06172	0.59021
0.06172	0.59714
0.06178	0.59617
0.06178	0.59794
0.06178	0.60213
0.06183	0.60116
0.06183	0.60535
0.06189	0.61115
0.06189	0.61051
0.06194	0.61228
0.06194	0.61759
0.06194	0.61582
0.062	0.61791
0.062	0.62097
0.06205	0.6221
0.06205	0.62725
0.06211	0.62935
0.06211	0.6279
0.06211	0.63627
0.06217	0.63192
0.06217	0.63402
0.06217	0.63354
0.06222	0.64046
0.06222	0.63821
0.06228	0.64094
0.06228	0.644
0.06228	0.64529
0.06233	0.64674
0.06233	0.64271
0.06239	0.64755
0.06239	0.65206
0.06244	0.64513
0.06244	0.64883
0.06244	0.65479
0.0625	0.65189
0.0625	0.65431
0.06255	0.65801
0.06255	0.65979
0.06261	0.65415
0.06261	0.65898
0.06261	0.65882
0.06267	0.65576
0.06267	0.66043
0.06272	0.65946
0.06272	0.65962
0.06272	0.6622
0.06278	0.66574
0.06278	0.66236
0.06283	0.66574
0.06283	0.66446
0.06289	0.66317
0.06289	0.66236
0.06289	0.668
0.06294	0.66816
0.06294	0.66381
0.063	0.66252
0.063	0.65737
0.063	0.66365
0.06305	0.66285
0.06305	0.66607
0.06305	0.66107
0.06311	0.66671
0.06311	0.66236
0.06317	0.65882
0.06317	0.65946
0.06322	0.66188
0.06322	0.65785
0.06322	0.66075
0.06328	0.6593
0.06328	0.6556
0.06333	0.65737
0.06333	0.65463
0.06339	0.65463
0.06339	0.65012
0.06339	0.64932
0.06344	0.65093
0.06344	0.64803
0.0635	0.64722
0.0635	0.64481
0.06355	0.64271
0.06355	0.63804
0.06355	0.64094
0.06361	0.63515
0.06361	0.63498
0.06367	0.63676
0.06367	0.6345
0.06367	0.62822
0.06372	0.62806
0.06372	0.6213
0.06378	0.62419
0.06378	0.62371
0.06378	0.62097
0.06383	0.62049
0.06383	0.61131
0.06389	0.61743
0.06389	0.61518
0.06389	0.61034
0.06394	0.61292
0.06394	0.61002
0.06394	0.60809
0.064	0.60583
0.064	0.59939
0.06405	0.60277
0.06405	0.59376
0.06411	0.59279
0.06411	0.59327
0.06411	0.58925
0.06417	0.5849
0.06417	0.5857
0.06422	0.58103
0.06422	0.57636
0.06428	0.57507
0.06428	0.57459
0.06428	0.56445
0.06433	0.56187
0.06433	0.56058
0.06439	0.56106
0.06439	0.55237
0.06439	0.5543
0.06444	0.55301
0.06444	0.54625
0.0645	0.53932
0.0645	0.54142
0.06455	0.53658
0.06455	0.53272
0.06455	0.53224
0.06461	0.52757
0.06461	0.52306
0.06461	0.51967
0.06467	0.51774
0.06467	0.51517
0.06472	0.51001
0.06472	0.5076
0.06472	0.50792
0.06478	0.50599
0.06478	0.5026
0.06478	0.49938
0.06483	0.49326
0.06483	0.49181
0.06489	0.48714
0.06489	0.48215
0.06494	0.47877
0.06494	0.47877
0.06494	0.47265
0.065	0.46911
0.065	0.46089
0.06505	0.45848
0.06505	0.45735
0.06505	0.45171
0.06511	0.45139
0.06511	0.44914
0.06517	0.44028
0.06517	0.43706
0.06522	0.434
0.06522	0.42852
0.06522	0.42707
0.06528	0.42546
0.06528	0.41564
0.06533	0.41161
0.06533	0.41193
0.06533	0.41016
0.06539	0.40388
0.06539	0.40066
0.06544	0.39728
0.06544	0.39132
0.06544	0.38665
0.0655	0.38278
0.0655	0.38343
0.0655	0.37795
0.06555	0.37618
0.06555	0.3757
0.06555	0.37054
0.06561	0.36281
0.06561	0.35847
0.06567	0.35637
0.06567	0.35621
0.06572	0.34864
0.06572	0.34607
0.06572	0.34059
0.06578	0.33721
0.06578	0.3327
0.06583	0.32593
0.06583	0.32561
0.06589	0.31692
0.06589	0.31917
0.06589	0.31321
0.06594	0.30774
0.06594	0.305
0.066	0.30162
0.066	0.29582
0.06605	0.29292
0.06605	0.28616
0.06605	0.28229
0.06611	0.27714
0.06611	0.27794
0.06617	0.27585
0.06617	0.26844
0.06617	0.26087
0.06622	0.26087
0.06622	0.26055
0.06628	0.25443
0.06628	0.25073
0.06628	0.25008
0.06633	0.24428
0.06633	0.23784
0.06633	0.23768
0.06639	0.23398
0.06639	0.23204
0.06639	0.22447
0.06644	0.22125
0.06644	0.22093
0.0665	0.219
0.0665	0.21513
0.06655	0.21207
0.06655	0.20402
0.06661	0.20289
0.06661	0.19903
0.06661	0.19259
0.06667	0.19162
0.06667	0.18856
0.06672	0.18228
0.06672	0.18003
0.06672	0.17439
0.06678	0.17471
0.06678	0.16618
0.06683	0.16295
0.06683	0.16231
0.06689	0.1578
0.06689	0.15619
0.06689	0.152
0.06694	0.15184
0.06694	0.14443
0.067	0.14395
0.067	0.13767
0.067	0.13477
0.06705	0.13348
0.06705	0.12865
0.06711	0.12785
0.06711	0.1235
0.06711	0.11963
0.06717	0.11899
0.06717	0.11464
0.06717	0.10868
0.06722	0.11367
0.06722	0.11029
0.06722	0.10482
0.06728	0.1024
0.06728	0.09934
0.06733	0.09854
0.06733	0.09564
0.06739	0.09016
0.06739	0.08775
0.06744	0.08791
0.06744	0.0834
0.06744	0.08372
0.0675	0.08082
0.0675	0.07406
0.06755	0.07841
0.06755	0.07309
0.06761	0.06745
0.06761	0.06713
0.06761	0.06681
0.06767	0.0681
0.06767	0.05972
0.06772	0.05763
0.06772	0.05699
0.06772	0.05666
0.06778	0.05505
0.06778	0.04845
0.06783	0.05248
0.06783	0.04845
0.06789	0.04459
0.06789	0.04459
0.06789	0.04217
0.06794	0.04185
0.06794	0.03782
0.06794	0.03589
0.068	0.0346
0.068	0.03653
0.06805	0.03074
0.06805	0.03138
0.06805	0.02832
0.06811	0.03106
0.06811	0.02687
0.06817	0.02445
0.06817	0.02655
0.06817	0.02768
0.06822	0.02462
0.06822	0.02317
0.06828	0.02156
0.06828	0.01576
0.06833	0.01576
0.06833	0.01721
0.06833	0.01801
0.06839	0.01221
0.06839	0.01221
0.06844	0.01447
0.06844	0.00835
0.0685	0.01286
0.0685	0.00545
0.0685	0.0061
0.06855	0.00787
0.06855	0.00352
0.06861	0.00513
0.06861	0.00448
0.06867	0.00448
0.06867	-0.00051
0.06867	0.00159
0.06872	-0.00147
0.06872	-0.00019
0.06872	-0.00035
0.06878	-0.00437
0.06878	-0.00341
0.06883	-0.00131
0.06883	-0.00357
0.06883	-0.00824
0.06889	0.00336
0.06889	-0.00647
0.06894	-0.00614
0.06894	-0.00308
0.069	-0.00711
0.069	-0.01033
0.069	-0.00582
0.06905	-0.00566
0.06905	-0.00808
0.06911	-0.00775
0.06911	-0.00759
0.06917	-0.00566
0.06917	-0.0092
0.06922	-0.01001
0.06922	-0.01017
0.06922	-0.01275
0.06928	-0.01226
0.06928	-0.0092
0.06933	-0.00824
0.06933	-0.00985
0.06939	-0.00985
0.06939	-0.01194
0.06939	-0.01259
0.06944	-0.01081
0.06944	-0.00614
0.0695	-0.01033
0.0695	-0.00824
0.0695	-0.01371
0.06955	-0.0113
0.06955	-0.00727
0.06961	-0.01194
0.06961	-0.01017
0.06961	-0.00937
0.06967	-0.01114
0.06967	-0.01371
0.06972	-0.00985
0.06972	-0.0092
0.06972	-0.01371
0.06978	-0.01146
0.06978	-0.00985
0.06983	-0.00743
0.06983	-0.00695
0.06989	-0.00985
0.06989	-0.00808
0.06989	-0.0084
0.06994	-0.00808
0.06994	-0.00985
0.07	-0.00711
0.07	-0.00695
0.07005	-0.00663
0.07005	-0.00292
0.07011	-0.00727
0.07011	-0.00534
0.07011	-0.00614
0.07017	-0.0055
0.07017	-0.00647
0.07022	-0.00872
0.07022	-0.00164
0.07028	-0.00598
0.07028	-0.00824
0.07028	-0.00308
0.07033	-0.00083
0.07033	-0.00035
0.07039	-0.00099
0.07039	-0.00341
0.07039	-0.00582
0.07044	-0.00067
0.07044	-0.00115
0.0705	0.00593
0.0705	0.00014
0.0705	0.00239
0.07055	0.00271
0.07055	0.00207
0.07061	-0.00002
0.07061	0.00255
0.07061	0.00513
0.07067	0.00497
0.07067	0.00142
0.07072	0.00126
0.07072	0.0069
0.07078	0.004
0.07078	0.00465
0.07083	0.00448
0.07083	0.00561
0.07083	0.00658
0.07089	0.00497
0.07089	0.0106
0.07094	0.00642
0.07094	0.00771
0.071	0.00867
0.071	0.00835
0.07105	0.01093
0.07105	0.01077
0.07105	0.01238
0.07111	0.01109
0.07111	0.0098
0.07117	0.01077
0.07117	0.01077
0.07122	0.01431
0.07122	0.01318
0.07122	0.01141
0.07128	0.0127
0.07128	0.01495
0.07133	0.01447
0.07133	0.0106
0.07133	0.0135
0.07139	0.01286
0.07139	0.01109
0.07139	0.01785
0.07144	0.01769
0.07144	0.01125
0.0715	0.01511
0.0715	0.01978
0.07155	0.01914
0.07155	0.0156
0.07155	0.01689
0.07161	0.01721
0.07161	0.01737
0.07167	0.0193
0.07167	0.01527
0.07172	0.01366
0.07172	0.01801
0.07178	0.01801
0.07178	0.0164
0.07178	0.01898
0.07183	0.01978
0.07183	0.02204
0.07189	0.01978
0.07189	0.02027
0.07194	0.01962
0.07194	0.01817
0.07194	0.02156
0.072	0.01962
0.072	0.02107
0.07205	0.01753
0.07205	0.02204
0.07205	0.02156
0.07211	0.02204
0.07211	0.01914
0.07217	0.02655
0.07217	0.02011
0.07217	0.02156
0.07222	0.0222
0.07222	0.02317
0.07222	0.02429
0.07228	0.01866
0.07228	0.02091
0.07233	0.02139
0.07233	0.02252
0.07233	0.01978
0.07239	0.01866
0.07239	0.02236
0.07244	0.02204
0.07244	0.02236
0.0725	0.02059
0.0725	0.01914
0.07255	0.02317
0.07255	0.01882
0.07255	0.01898
0.07261	0.02317
0.07261	0.01978
0.07267	0.01882
0.07267	0.02204
0.07267	0.01978
0.07272	0.01737
0.07272	0.01898
0.07278	0.02268
0.07278	0.01833
0.07283	0.02236
0.07283	0.01882
0.07283	0.0193
0.07289	0.01608
0.07289	0.0185
0.07294	0.01801
0.07294	0.01995
0.07294	0.0193
0.073	0.01737
0.073	0.02075
0.07305	0.01737
0.07305	0.01753
0.07305	0.0164
0.07311	0.01753
0.07311	0.01624
0.07311	0.02011
0.07317	0.0156
0.07317	0.0135
0.07322	0.01415
0.07322	0.01463
0.07328	0.01689
0.07328	0.01366
0.07328	0.01721
0.07333	0.01366
0.07333	0.01495
0.07339	0.01479
0.07339	0.01238
0.07344	0.0127
0.07344	0.01366
0.07344	0.01318
0.0735	0.01479
0.0735	0.01205
0.07355	0.01576
0.07355	0.01447
0.07361	0.01238
0.07361	0.00899
0.07361	0.00996
0.07367	0.00738
0.07367	0.01205
0.07372	0.01028
0.07372	0.0106
0.07372	0.01157
0.07378	0.01109
0.07378	0.00948
0.07383	0.00835
0.07383	0.00497
0.07383	0.00642
0.07389	0.00481
0.07389	0.0061
0.07389	0.00513
0.07394	0.00706
0.07394	0.00465
0.074	0.00626
0.074	0.00626
0.074	0.00513
0.07405	0.00561
0.07405	0.00642
0.07411	0.00642
0.07411	0.00835
0.07417	0.00642
0.07417	0.00448
0.07422	0.00384
0.07422	0.00191
0.07422	0.00191
0.07428	0.00239
0.07428	0.00046
0.07433	0.00384
0.07433	0.00287
0.07433	0.00159
0.07439	0.00159
0.07439	0.0003
0.07444	-0.00019
0.07444	0.00094
0.0745	0.00207
0.0745	-0.00002
0.0745	0.00175
0.07455	-0.00244
0.07455	-0.00325
0.07461	-0.00292
0.07461	-0.0018
0.07461	-0.00002
0.07467	-0.00067
0.07467	-0.0018
0.07467	-0.00067
0.07472	-0.00486
0.07472	-0.00518
0.07472	-0.00647
0.07478	-0.00775
0.07478	-0.00228
0.07483	-0.0026
0.07483	-0.00856
0.07489	-0.00631
0.07489	-0.00276
0.07494	-0.00534
0.07494	-0.00695
0.07494	-0.00614
0.075	-0.00743
0.075	-0.00486
0.07505	-0.0026
0.07505	-0.00904
0.07505	-0.00937
0.07511	-0.00437
0.07511	-0.00598
0.07517	-0.00759
0.07517	-0.00792
0.07522	-0.00856
0.07522	-0.01065
0.07522	-0.0055
0.07528	-0.00953
0.07528	-0.00792
0.07533	-0.00792
0.07533	-0.01098
0.07533	-0.0113
0.07539	-0.01081
0.07539	-0.00904
0.07544	-0.01323
0.07544	-0.01178
0.07544	-0.01065
0.0755	-0.01243
0.0755	-0.0142
0.0755	-0.01033
0.07555	-0.00969
0.07555	-0.01194
0.07555	-0.0121
0.07561	-0.01226
0.07561	-0.01355
0.07567	-0.00373
0.07567	-0.00969
0.07572	-0.01146
0.07572	-0.00872
0.07578	-0.01243
0.07578	-0.01033
0.07578	-0.01371
0.07583	-0.01114
0.07583	-0.01114
0.07589	-0.0121
0.07589	-0.01065
0.07594	-0.01098
0.07594	-0.01291
0.07594	-0.01178
0.076	-0.01146
0.076	-0.01114
0.07605	-0.00711
0.07605	-0.01017
0.07605	-0.01339
0.07611	-0.00937
0.07611	-0.00743
0.07617	-0.00631
0.07617	-0.00759
0.07617	-0.01178
0.07622	-0.0142
0.07622	-0.00824
0.07628	-0.01371
0.07628	-0.01162
0.07628	-0.01033
0.07633	-0.00663
0.07633	-0.01146
0.07633	-0.00904
0.07639	-0.01001
0.07639	-0.01033
0.07644	-0.00824
0.07644	-0.01178
0.07644	-0.00679
0.0765	-0.01065
0.0765	-0.01001
0.07655	-0.01033
0.07655	-0.01098
0.07661	-0.00888
0.07661	-0.01339
0.07667	-0.01049
0.07667	-0.00969
0.07667	-0.01001
0.07672	-0.01065
0.07672	-0.00647
0.07678	-0.01049
0.07678	-0.00872
0.07678	-0.00808
0.07683	-0.01081
0.07683	-0.01178
0.07689	-0.00969
0.07689	-0.00743
0.07694	-0.00582
0.07694	-0.01226
0.07694	-0.01049
0.077	-0.00888
0.077	-0.00759
0.07705	-0.00888
0.07705	-0.00985
0.07705	-0.00985
0.07711	-0.01033
0.07711	-0.00759
0.07711	-0.0084
0.07717	-0.0113
0.07717	-0.00937
0.07722	-0.00824
0.07722	-0.00888
0.07722	-0.00953
0.07728	-0.00904
0.07728	-0.00792
0.07733	-0.00953
0.07733	-0.00808
0.07733	-0.00969
0.07739	-0.01098
0.07739	-0.0092
0.07744	-0.01001
0.07744	-0.00808
0.0775	-0.0055
0.0775	-0.00824
0.0775	-0.00518
0.07755	-0.00824
0.07755	-0.00888
0.07761	-0.00631
0.07761	-0.0047
0.07767	-0.00437
0.07767	-0.00711
0.07767	-0.00614
0.07772	-0.00679
0.07772	-0.00453
0.07778	-0.00196
0.07778	-0.00341
0.07778	-0.00743
0.07783	-0.00453
0.07783	-0.00357
0.07789	-0.00051
0.07789	-0.00453
0.07789	-0.00421
0.07794	-0.00099
0.07794	-0.00421
0.078	-0.00405
0.078	-0.00147
0.078	-0.00244
0.07805	-0.00502
0.07805	-0.00067
0.07805	-0.00582
0.07811	-0.00389
0.07811	-0.00244
0.07817	0.00078
0.07817	-0.00389
0.07822	-0.00308
0.07822	-0.00308
0.07828	-0.00405
0.07828	-0.00276
0.07828	-0.00164
0.07833	-0.00196
0.07833	-0.00115
0.07839	0.0003
0.07839	-0.00196
0.07844	-0.00341
0.07844	-0.00228
0.07844	-0.00308
0.0785	-0.00357
0.0785	-0.00196
0.07855	-0.00196
0.07855	-0.00373
0.07855	-0.00002
0.07861	-0.00035
0.07861	-0.00244
0.07867	-0.00228
0.07867	-0.00341
0.07872	-0.00131
0.07872	-0.00002
0.07872	0.00223
0.07878	-0.0018
0.07878	0.0003
0.07878	0.0011
0.07883	-0.00389
0.07883	-0.00212
0.07889	-0.00099
0.07889	0.00014
0.07889	-0.00099
0.07894	-0.00147
0.07894	0.00223
0.079	0.00078
0.079	-0.00341
0.07905	0.0003
0.07905	-0.00341
0.07911	0.00207
0.07911	0.0011
0.07917	-0.00373
0.07917	0.00142
0.07917	-0.00051
0.07922	-0.00196
0.07922	0.0003
0.07928	0.00175
0.07928	0.00142
0.07933	-0.00212
0.07933	-0.00035
0.07933	0.00159
0.07939	-0.00164
0.07939	-0.00035
0.07944	0.00014
0.07944	-0.00083
0.0795	-0.00051
0.0795	0.00223
0.0795	0.00368
0.07955	0.00191
0.07955	0.00239
0.07961	0.0011
0.07961	-0.00389
0.07961	-0.00115
0.07967	-0.00099
0.07967	0.00078
0.07967	0.00159
0.07972	0.00207
0.07972	0.00014
0.07978	-0.00051
0.07978	-0.00341
0.07983	-0.00131
0.07983	-0.00147
0.07983	-0.00115
0.07989	-0.00566
0.07989	0.00159
0.07994	-0.00099
0.07994	-0.00002
0.08	0.0011
0.08	-0.00341
0.08005	-0.00244
0.08005	0.0003
0.08005	-0.00276
0.08011	-0.00196
0.08011	-0.00534
0.08017	-0.00325
0.08017	-0.00276
0.08022	-0.00164
0.08022	-0.00244
0.08028	-0.00437
0.08028	-0.00196
0.08028	-0.00341
0.08033	-0.00421
0.08033	-0.00405
0.08039	-0.00341
0.08039	-0.00759
0.08039	-0.0047
0.08044	-0.00824
0.08044	-0.00357
0.0805	-0.00453
0.0805	-0.00308
0.0805	-0.00389
0.08055	-0.00663
0.08055	-0.00534
0.08061	-0.00453
0.08061	-0.00405
0.08061	-0.00566
0.08067	-0.00502
0.08067	-0.0047
0.08072	-0.00357
0.08072	-0.00518
0.08078	-0.00582
0.08078	-0.00631
0.08083	-0.00534
0.08083	-0.00743
0.08083	-0.00759
0.08089	-0.00953
0.08089	-0.00969
0.08094	-0.00808
0.08094	-0.00437
0.081	-0.00421
0.081	-0.00711
0.08105	-0.0047
0.08105	-0.00695
0.08105	-0.00759
0.08111	-0.00647
0.08111	-0.00695
0.08117	-0.00534
0.08117	-0.00647
0.08122	-0.0047
0.08122	-0.00856
0.08122	-0.00888
0.08128	-0.01081
0.08128	-0.01017
0.08133	-0.00792
0.08133	-0.00759
0.08133	-0.00711
0.08139	-0.0084
0.08139	-0.0113
0.08144	-0.01339
0.08144	-0.00824
0.08144	-0.00775
0.0815	-0.00969
0.0815	-0.00985
0.08155	-0.00872
0.08155	-0.00695
0.08161	-0.00711
0.08161	-0.00969
0.08161	-0.01146
0.08167	-0.01243
0.08167	-0.00486
0.08172	-0.01065
0.08172	-0.00953
0.08178	-0.01387
0.08178	-0.00904
0.08183	-0.00904
0.08183	-0.01114
0.08183	-0.00985
0.08189	-0.01516
0.08189	-0.00759
0.08194	-0.00759
0.08194	-0.01243
0.082	-0.01146
0.082	-0.01226
0.082	-0.00872
0.08205	-0.00647
0.08205	-0.00792
0.08211	-0.01259
0.08211	-0.01323
0.08211	-0.01065
0.08217	-0.01226
0.08217	-0.01146
0.08222	-0.00743
0.08222	-0.00904
0.08222	-0.01001
0.08228	-0.00953
0.08228	-0.01098
0.08228	-0.01081
0.08233	-0.01146
0.08233	-0.01098
0.08239	-0.00969
0.08239	-0.01114
0.08244	-0.00985
0.08244	-0.01162
0.0825	-0.0113
0.0825	-0.00904
0.0825	-0.00647
0.08255	-0.0084
0.08255	-0.01001
0.08261	-0.01226
0.08261	-0.01098
0.08267	-0.0121
0.08267	-0.0121
0.08267	-0.0121
0.08272	-0.01049
0.08272	-0.00743
0.08278	-0.01033
0.08278	-0.00808
0.08283	-0.01114
0.08283	-0.00969
0.08283	-0.01355
0.08289	-0.00743
0.08289	-0.00872
0.08294	-0.00904
0.08294	-0.00904
0.08294	-0.0121
0.083	-0.01098
0.083	-0.00856
0.08305	-0.00775
0.08305	-0.00953
0.08305	-0.00743
0.08311	-0.01049
0.08311	-0.00727
0.08311	-0.00711
0.08317	-0.01098
0.08317	-0.0113
0.08322	-0.00759
0.08322	-0.01033
0.08328	-0.01146
0.08328	-0.00808
0.08328	-0.00727
0.08333	-0.01194
0.08333	-0.01371
0.08339	-0.01323
0.08339	-0.01017
0.08344	-0.01114
0.08344	-0.00727
0.08344	-0.0113
0.0835	-0.01049
0.0835	-0.01001
0.08355	-0.00888
0.08355	-0.00985
0.08361	-0.01194
0.08361	-0.01049
0.08361	-0.00904
0.08367	-0.00888
0.08367	-0.00969
0.08372	-0.01114
0.08372	-0.01371
0.08372	-0.01339
0.08378	-0.01404
0.08378	-0.01275
0.08383	-0.01339
0.08383	-0.00904
0.08383	-0.01291
0.08389	-0.01114
0.08389	-0.01194
0.08389	-0.01098
0.08394	-0.01259
0.08394	-0.01146
0.084	-0.01194
0.084	-0.01146
0.084	-0.0121
0.08405	-0.01098
0.08405	-0.00759
0.08411	-0.00711
0.08411	-0.00856
0.08417	-0.01098
0.08417	-0.01194
0.08422	-0.00888
0.08422	-0.00824
0.08422	-0.00985
0.08428	-0.00888
0.08428	-0.01146
0.08433	-0.01387
0.08433	-0.01114
0.08439	-0.01178
0.08439	-0.00792
0.08439	-0.00695
0.08444	-0.00453
0.08444	-0.00824
0.0845	-0.00727
0.0845	-0.00437
0.0845	-0.00856
0.08455	-0.00486
0.08455	-0.00792
0.08461	-0.0084
0.08461	-0.01259
0.08461	-0.00937
0.08467	-0.00824
0.08467	-0.01017
0.08467	-0.01049
0.08472	-0.01049
0.08472	-0.00985
0.08478	-0.00743
0.08478	-0.00582
0.08478	-0.0047
0.08483	-0.00341
0.08483	-0.00598
0.08489	-0.00888
0.08489	-0.00743
0.08489	-0.01178
0.08494	-0.00904
0.08494	-0.00631
0.085	-0.01146
0.085	-0.0113
0.08505	-0.00808
0.08505	-0.00953
0.08505	-0.00953
0.08511	-0.00937
0.08511	-0.01001
0.08517	-0.00453
0.08517	-0.00598
0.08522	-0.00824
0.08522	-0.0084
0.08522	-0.01243
0.08528	-0.00631
0.08528	-0.00647
0.08533	-0.00534
0.08533	-0.00711
0.08533	-0.01017
0.08539	-0.00518
0.08539	-0.01033
0.08544	-0.01114
0.08544	-0.01001
0.08544	-0.0055
0.0855	-0.00614
0.0855	-0.00792
0.0855	-0.00566
0.08555	-0.00824
0.08555	-0.00647
0.08555	-0.0084
0.08561	-0.00292
0.08561	-0.01001
0.08567	-0.00775
0.08567	-0.00437
0.08572	-0.00244
0.08572	-0.00808
0.08578	-0.00808
0.08578	-0.00663
0.08583	-0.00437
0.08583	-0.01001
0.08583	-0.00824
0.08589	-0.0092
0.08589	-0.00582
0.08594	-0.00775
0.08594	-0.00566
0.086	-0.01484
0.086	-0.01081
0.086	-0.00856
0.08605	-0.00212
0.08605	-0.00341
0.08611	-0.0047
0.08611	-0.00421
0.08611	-0.00437
0.08617	-0.00276
0.08617	-0.00679
0.08622	-0.00695
0.08622	-0.00775
0.08622	-0.00679
0.08628	-0.00856
0.08628	-0.01033
0.08633	-0.00308
0.08633	-0.0084
0.08633	-0.00276
0.08639	-0.00228
0.08639	-0.0055
0.08639	-0.00759
0.08644	-0.01323
0.08644	-0.00775
0.0865	-0.00502
0.0865	-0.0047
0.08655	-0.00824
0.08655	-0.00695
0.08655	-0.00228
0.08661	-0.00759
0.08661	-0.01065
0.08667	-0.00518
0.08667	-0.00437
0.08672	-0.00775
0.08672	-0.00985
0.08678	-0.00389
0.08678	-0.01178
0.08678	-0.00953
0.08683	-0.00808
0.08683	-0.00904
0.08689	-0.00711
0.08689	-0.00937
0.08689	-0.01001
0.08694	-0.01275
0.08694	-0.00743
0.087	-0.00743
0.087	-0.00953
0.08705	-0.00904
0.08705	-0.0055
0.08705	-0.00792
0.08711	-0.00631
0.08711	-0.00518
0.08717	-0.00647
0.08717	-0.00872
0.08717	-0.00679
0.08722	-0.00631
0.08722	-0.00582
0.08722	-0.0092
0.08728	-0.01049
0.08728	-0.01017
0.08728	-0.00937
0.08733	-0.00953
0.08733	-0.00679
0.08739	-0.01033
0.08739	-0.0055
0.08744	-0.01017
0.08744	-0.00969
0.0875	-0.01081
0.0875	-0.01049
0.0875	-0.00679
0.08755	-0.00663
0.08755	-0.01114
0.08761	-0.01178
0.08761	-0.01146
0.08767	-0.01146
0.08767	-0.00775
0.08767	-0.00969
0.08772	-0.00631
0.08772	-0.0092
0.08778	-0.00888
0.08778	-0.00888
0.08783	-0.00808
0.08783	-0.01065
0.08783	-0.00598
0.08789	-0.00502
0.08789	-0.00582
0.08794	-0.00566
0.08794	-0.01081
0.08794	-0.01065
0.088	-0.01194
0.088	-0.00969
0.088	-0.00888
0.08805	-0.00985
0.08805	-0.00647
0.08811	-0.00598
0.08811	-0.01146
0.08811	-0.00904
0.08817	-0.00904
0.08817	-0.00904
0.08822	-0.01404
0.08822	-0.0055
0.08828	-0.00647
0.08828	-0.00888
0.08828	-0.0113
0.08833	-0.00969
0.08833	-0.0113
0.08839	-0.01081
0.08839	-0.00872
0.08844	-0.01033
0.08844	-0.01387
0.08844	-0.00759
0.0885	-0.01178
0.0885	-0.01081
0.08855	-0.01098
0.08855	-0.01065
0.08861	-0.00888
0.08861	-0.01065
0.08861	-0.0113
0.08867	-0.01226
0.08867	-0.01065
0.08872	-0.01098
0.08872	-0.01404
0.08872	-0.01291
0.08878	-0.00679
0.08878	-0.00631
0.08883	-0.01065
0.08883	-0.01001
0.08883	-0.00663
0.08889	-0.00888
0.08889	-0.00888
0.08894	-0.01114
0.08894	-0.00985
0.08894	-0.01001
0.089	-0.00937
0.089	-0.01081
0.08905	-0.01049
0.08905	-0.00985
0.08911	-0.01194
0.08911	-0.01162
0.08917	-0.0084
0.08917	-0.00727
0.08917	-0.01049
0.08922	-0.01098
0.08922	-0.00969
0.08928	-0.01001
0.08928	-0.0121
0.08933	-0.01178
0.08933	-0.01226
0.08933	-0.00792
0.08939	-0.01275
0.08939	-0.00824
0.08944	-0.01065
0.08944	-0.01178
0.0895	-0.01243
0.0895	-0.01065
0.0895	-0.01178
0.08955	-0.01162
0.08955	-0.00904
0.08961	-0.00937
